MaDonHang,MaKhachHang,TenNguoiNhan,SoDienThoai,DiaChiGiaoHang,TenSanPham,NgayDatHang,NgayGiaoDuKien,NgayGiaoThucTe,TrangThaiDonHang,PhiVanChuyen,PhuongThucThanhToan,GhiChu
HD583921,KH58201,Lê Minh Tuấn,0987654321,123 Đường ABC, Phường 1, Quận 1, TP. HCM,Sách giáo khoa,2025-08-15,2025-08-18,2025-08-18,Đã giao thành công,30000,COD,Giao hàng cẩn thận.
HD123987,KH48127,Tân Nhàn,0905837261,1519 Phan Huy Ích, Phường 12, Gò Vấp, TPHCM,Khăn mặt,2025-05-22,2025-05-25,24/05/2025,Đã giao thành công,24000,Tiền mặt,
HD573921,KH93847,Tuấn Hưng,0913847261,1541 Lê Quang Định, Phường 1, Gò Vấp, TP. HCM,Lược,2025-05-21,2025-05-24,2025-05-23,Đang giao,20000,COD,
HD859302,KH29384,Bằng Kiều,0928374610,1563 Nguyễn Thái Sơn, Phường 4, Gò Vấp, TPHCM,Gương,2025-05-20,2025-05-23,2025-05-22,da giao,22000,cod,
HD192837,KH19283,Thu Phương,0965483712,1585 Phạm Ngũ Lão, Phường 4, Gò Vấp, TP. HCM,Kẹp tóc,2025-05-19,2025-05-22,,huy,18000,Chuyển khoản,
HD840281,KH50293,Quang Lê,0902837465,1607 Nguyễn Văn Nghi, Phường 7, Gò Vấp, TPHCM,Bấm móng tay,2025-05-18,2025-05-21,2025-05-20,Hoàn thành,15000,Thẻ tín dụng,
HD749201,KH83928,Lệ Quyên,0918273645,1629 Cityland, Phường 10, Gò Vấp, TPHCM,Nhíp,17-05-25,2025-05-20,19/05/2025,Đã giao thành công,17000,Tiền mặt,
HD391827,KH48127,Hương Tràm,0983746152,1651 Hạnh Thông Tây, Phường 11, Gò Vấp, TPHCM,Chỉ nha khoa,2025-05-16,2025-05-19,2025-05-18,Đang giao hàng,19000,COD,
HD683921,KH93847,Trung Quân Idol,0938271635,1673 Emart, Phường 5, Gò Vấp, TPHCM,Nước súc miệng,2025-05-15,2025-05-18,2025-05-17,da giao,21000,cod,
HD948201,KH29384,Văn Toàn,0908372615,1695 Lotte Mart, Phường 10, Gò Vấp, TP. HCM,Tăm bông,2025-05-14,2025-05-17,,Hủy,16000,Chuyển khoản,
HD203948,KH19283,Công Phượng,0913827364,1717 Vincom, Phường 1, Gò Vấp, TPHCM,Bông tẩy trang,2025-05-13,2025-05-16,2025-05-15,Hoàn thành,18000,Credit Card,
HD582019,KH50293,Quang Hải,0948372615,1739 Co.opmart, Phường 11, Gò Vấp, TP. HCM,Kem dưỡng da,2025-05-12,2025-05-15,14/05/2025,Đã giao thành công,28000,Tiền mặt,
HD839201,KH83928,Xuân Trường,0987654321,1761 Big C, Phường 12, Gò Vấp, TPHCM,Mặt nạ,2025-05-11,2025-05-14,2025-05-13,Đang giao,26000,COD,
HD192837,KH48127,Đoàn Văn Hậu,0903123456,1783 Aeon, Phường Sơn Kỳ, Tân Phú, TPHCM,Xịt khoáng,2025-05-10,2025-05-13,2025-05-12,da giao,30000,cod,
HD749201,KH93847,Bùi Tiến Dũng,0918273645,1805 Gigamall, TP. Thủ Đức, TPHCM,Tẩy tế bào chết,2025-05-09,2025-05-12,,huy,32000,Chuyển khoản,
HD402837,KH29384,Hà Đức Chinh,0938475610,1827 Vạn Hạnh Mall, Phường 12, Quận 10, TP. HCM,Kem nền,2025-05-08,2025-05-11,2025-05-10,Hoàn thành,34000,Thẻ tín dụng,
HD938201,KH19283,Phan Văn Đức,0947382910,1849 Crescent Mall, Phường Tân Phú, Quận 7, TPHCM,Phấn phủ,2025-05-07,2025-05-10,09/05/2025,Đã giao thành công,36000,Tiền mặt,
HD392810,KH50293,Nguyễn Phong Hồng Duy,0905837261,1871 SC VivoCity, Phường Tân Phong, Quận 7, TP. HCM,Kẻ mắt,2025-05-06,2025-05-09,2025-05-08,Đang giao hàng,38000,COD,
HD183920,KH83928,Vũ Văn Thanh,0913847261,1893 Landmark 81, Phường 22, Bình Thạnh, TP.HCM,Mascara,2025-05-05,2025-05-08,2025-05-07,da giao,40000,cod,
HD502938,KH48127,Lương Xuân Trường,0928374610,1915 Takashimaya, Phường Bến Nghé, Quận 1, TPHCM,Chì kẻ mày,2025-05-04,2025-05-07,,Hủy,42000,Chuyển khoản,
HD839281,KH93847,Nguyễn Tuấn Anh,0965483712,1937 Diamond Plaza, Phường Bến Nghé, Quận 1, TP. HCM,Phấn mắt,2025-05-03,2025-05-06,2025-05-05,Hoàn thành,44000,Credit Card,
HD481234,KH29384,Nguyễn Văn Toàn,0902837465,1959 Parkson, Phường Bến Nghé, Quận 1, TP. HCM,Phấn má,2025-05-02,2025-05-05,04/05/2025,Đã giao thành công,46000,Tiền mặt,
HD849201,KH19283,Nguyễn Công Phượng,0918273645,1981 Nowzone, Phường Nguyễn Cư Trinh, Quận 1, TPHCM,Son dưỡng,2025-05-01,2025-05-04,2025-05-03,Đang giao,48000,COD,
HD123987,KH50293,Nguyễn Quang Hải,0983746152,2003 An Đông Plaza, Phường 9, Quận 5, TP. HCM,Son bóng,2025-04-30,2025-05-03,2025-05-02,da giao,50000,cod,
HD123987,KH50293,Nguyễn Quang Hải,0983746152,2003 An Đông Plaza, Phường 9, Quận 5, TP. HCM,Son bóng,2025-04-30,2025-05-03,2025-05-02,da giao,50000,cod,
